AT,V,AP,RH,PE
24.58,48.98,1014.96,38.75,459.79
13.41,54.3,1016.48,79.28,467.88
29.27,66.85,1011.11,63.25,440.98
24.39,63.77,1013.3,77.53,443.65
25.18,69.23,1013.26,57.45,438.72
11.48,41.2,1012.88,90.04,478.34
9.82,41.26,1007.71,96.69,478.02
31,71.77,1006.29,48.56,431.07
21.47,65.61,1015.92,76.22,447.42
6.45,40.02,1032.08,79.7,481.36
24.63,63.9,1014.53,75.24,440.23
25.14,60.29,1017.91,53.3,444.5
6.52,35.57,1025.37,78.32,486.06
21.08,46.93,1014.49,63.33,453.87
9.68,41.06,1022.75,87.44,476.67
12.11,38.28,1013.56,93.21,469.93
12.4,40.35,1011.46,79.49,476.44
19.7,43.79,1015.93,47.39,464.41
23.85,69.45,1013.99,60.6,439.67
23.04,48.06,1014.16,54.99,459.36
8.27,40.69,1020.13,86.1,484.97
25.88,63.73,1009.48,77.17,438.42
12.32,41.26,1022.42,79.74,470.27
15.14,49.64,1023.78,75,463.58
16.82,49.15,1020.68,72.07,462.22
28.25,71.77,1006.36,67.03,429.39
12.16,40.81,1025.79,70.97,476.63
23.89,64.27,1013.37,75.22,450.82
13.45,42.44,1012.79,83.12,473.96
14.12,41.39,1018.73,76.51,472.88
28.98,73.42,1011.25,72.9,432.2
14.47,41.76,1021.98,78.41,464
15.84,49.69,1015.14,90.41,462.6
24.27,74.93,1012.73,73.81,443.06
4.96,40.07,1011.8,67.38,494.75
19.6,59.21,1017.65,86.29,449.23
5.71,40.77,1022.51,89.58,485.75
14.56,40.69,1015.48,73.73,469.31
14.44,41.2,1015.96,81.97,469.85
5.95,35.57,1025.84,77.61,487.72
27.44,74.9,1003.85,76.65,436.42
22.02,69.45,1013.84,75.75,440.26
20.51,68.08,1012.73,78.05,445.96
32.38,67.17,1006.97,60.04,438.67
31.23,75.08,1004.93,46.19,439.14
19.79,64.45,1016.14,73.54,451.37
17.27,43.52,1021.37,76.73,460.08
25.91,68.08,1010.92,74.25,432.07
27.25,50.05,1006.53,60.64,439.63
16.76,53.16,1014.13,81.87,457.98
22.35,63.47,1013.21,82.52,440.11
24.36,68.61,1010.27,63.78,448.71
11.86,40.27,1008.06,72.91,474.57
10.57,36.71,1022.11,82.39,472.62
29.81,73.67,1005.6,60.91,430.67
23.66,61.86,1013.33,83.09,444.27
22.72,62.4,1010.28,80.79,445.22
7.04,39.37,1019.37,69.11,488
28.7,71.64,1007.11,69.85,436.58
23.43,60.32,1015.34,69.34,446.88
25.72,74.67,1016.64,75.93,434.83
5.66,40,1022.08,93.03,475.54
24.3,69.23,1013.17,59.91,440.56
25.21,49.82,1016.44,63.14,450.75
17.89,44.6,1014.48,42.51,463.99
24.92,63.86,1019.19,59.24,440.93
19.24,56.89,1014.29,72.97,452.64
10.29,40.56,1017.28,69.13,481.7
22.73,66.75,1018.13,84.06,437.93
21.6,62.52,1017.23,67.87,453.28
5.15,40.78,1025.34,95.84,483.03
20.08,44.6,1014.91,36.27,461.07
23.33,72.99,1009.33,89.41,440.04
24.23,58.79,1009.8,75.75,444.01
12.51,41.14,1027.36,87.86,463.79
9.61,39.04,1023.45,75.66,483.86
27.92,74.99,1005.47,75.13,431.76
17,45.09,1013.52,88.32,458.94
29.69,47.93,1002.85,44.76,438.09
31.15,66.25,1008.89,61.08,437.55
14.54,41.17,1015.15,67.78,470.19
22.35,54.42,1012.46,75.01,454.72
28.62,59.14,1016.36,53.1,436.09
30.28,70.98,1007.51,74.28,432.64
5.76,45.87,1010.83,95.79,481.4
27.78,77.17,1009.11,86.54,430.33
24.88,52.36,1014.45,68.39,452.31
23.23,60.32,1016.73,78.35,447.09
10.2,40.67,1016.15,73.2,482.26
17.47,58.59,1014.03,97.13,449.41
24.31,67.79,1010.64,76.15,444.72
26.13,73.21,1002.12,92.02,435.34
16.97,39.16,1005.7,69.13,458.59
14.03,49.83,1006.64,90.01,463.71
7.82,41.16,1023.3,87.7,475.66
24.38,58.2,1016.93,51.61,444.36
13.26,45.51,1015.99,69.82,472.17
22.84,50.05,1005.59,79.49,442.85
20.77,52.05,1012.22,45.61,455.02
28.53,66.51,1015.9,40.68,436.16
30.66,66.25,1007.67,63.03,439.55
27.71,66.93,1016.85,58.77,447.06
22.92,61.9,1013.27,78.32,446.08
29.5,72.86,1004.63,52.17,439.43
14.29,37.85,1009.98,92.81,468.63
24.46,68.61,1011.02,76.66,440.58
16,42.86,1013.88,81.74,467.5
4.49,38.44,1015.47,76.96,485.78
19.76,48.92,1010.48,46.57,456.69
22.06,47.43,1009.85,76.85,453.5
10.1,41.4,1024.29,85.94,474.28
13.72,44.47,1027.2,68.89,470.66
15.59,45.09,1013.41,91.97,457.54
13.84,42.18,1015.74,79.76,468.66
14.55,42.74,1027.29,66.64,457.77
22.87,71.29,1008.1,73.1,442.27
27.76,71.97,1008.53,86.97,434.04
21.87,61.45,1011.13,92.22,445.21
10.05,41.17,1018.98,83.71,481.38
33.38,71.06,1008.1,64.83,430.98
27.14,63.13,1013.38,75.68,438.82
10.63,42.28,1008.37,92.68,474.97
26.48,66.54,1011.61,51.9,438.87
25.91,75.6,1018.23,62.65,443.2
23,57.76,1017.64,56.86,451.39
13.42,42.86,1013.88,85.13,473.27
20.95,44.89,1010.48,67.97,450.39
10.34,37.5,1010.35,95.56,474.08
23.85,69.45,1013.99,60.6,439.67
10.06,39.61,1020.87,74.01,476.92
20,69.48,1011.05,85.51,448.79
24.97,68.61,1011,55.04,453.26
24.25,50.78,1008.82,60.55,443.8
6.61,38.68,1017.5,63.88,483.88
26.58,59.39,1014.49,65.87,439.46
25.91,75.6,1018.23,62.65,443.2
32.27,71.85,1008.06,59.28,429.72
14.27,41.48,1014.83,62.7,458.19
25.54,69.13,1001.64,90.98,428.74
12.32,43.69,1016.26,83.18,471.6
25.53,71.85,1009.19,74.7,431.26
25.28,49.5,1013.95,52.79,454.01
22.83,58.62,1017.82,69.76,450.96
25.11,62.26,1011.12,78.01,434.97
17.98,53.29,1018.29,83.46,455.71
10.03,40.96,1024.57,91.1,478.79
10.12,41.55,1005.78,62.34,475.46
22.59,65.06,1014.36,62.44,444.6
4.69,39.42,1024.58,79.35,486.34
9.96,41.26,1022.9,83.83,475.21
29.9,74.99,1002.28,59.76,436.77
10.46,41.06,1021.41,82.34,481.47
30.02,69.04,1009.68,56.01,440.49
21.43,63.94,1017.28,57.49,449.02
30.8,73.56,1007.39,75.78,432.43
22.22,66.05,1016.15,80.58,442.95
11.06,41.16,1018.52,89.14,467.46
16.54,42.86,1014.85,78,465.26
26.61,69.13,1002.05,51.97,430.17
28.44,74.93,1013.88,52,441.52
26.13,73.21,1002.12,92.02,435.34
22.98,58.46,1016.06,72.69,445.05
30.63,53.3,1004.91,53.3,430.27
27.59,50.05,1005.71,57.03,437.98
17.09,42.42,1009.03,72.01,464.11
27.01,67.98,1006.01,67.98,434.65
26.75,58.33,1013.55,45.47,444.09
30.39,66.54,1002.7,59.15,428.89
22.08,45.61,1014.02,75.71,456.71
28.09,70.02,1010.84,51.29,437.83
28.32,71.32,1008.02,78.82,433.82
12.85,40.35,1011.29,81.27,472.69
25.01,59.54,1007.91,80.93,441.3
8.34,40.96,1023.28,89.45,483.92
8.05,40.62,1018.16,73.67,477.2
30.31,74.16,1010.69,58.81,436.23
29.93,69.48,1009.21,54.59,430.75
9.6,42.03,1017.66,92.27,474.65
13.24,39.16,1016.52,86.66,474.48
29.72,74.78,1009.32,55.25,438.19
15,41.17,1015.57,64.82,468.72
8.41,40.67,1019.97,69.2,489.25
20.06,47.03,1013.66,83.23,461.02
28.91,70.72,1009.7,67.5,439.94
27.04,69.98,1008.5,75.41,433.25
12.87,39.3,1020.64,74.38,467.54
12.68,45,1022.54,77.19,479.69
14.3,42.99,1007.32,73.72,467.9
19.18,50.12,1005.99,100.09,444.56
15.07,39.82,1012.78,84.46,471.31
20.37,44.58,1016.77,66.22,463.2
25.77,68.08,1010.99,73.58,433.46
16.78,39.63,1005.84,87.91,465.97
25.6,59.15,1013.31,67.02,441.11
12.89,48.14,1017.48,83.95,463.77
19.04,50.12,1010.53,100.09,446.59
15.55,43.02,1011.97,44.66,466.2
13.68,45.08,1024.91,85.26,467.02
7.55,38.08,1019.37,76.32,485.49
25.39,58.79,1015.85,62.59,441.51
15.86,40.66,1016.23,86.74,455.85
27.08,63.78,1015.04,50.8,447.24
25.13,68.63,1013.57,43.44,446.36
5.62,41.31,1001.37,89.16,485.6
28.97,73.5,1010.47,48.24,435.22
17.53,42.24,1016.9,60.95,470.63
10.2,41.46,1019.12,83.26,480.11
31.45,68.27,1007.56,64.79,430.81
8.52,41.55,1002.09,86.81,483.63
14.17,43.13,1014.94,48.62,471.08
20.74,58.2,1017.54,70.66,450.4
25.47,56.89,1013.02,63.21,440.38
19.4,49.69,1012.89,75.53,455.6
4.84,38.5,1011.96,81.62,491.23
15.86,49.69,1015.59,87.26,462.84
23.94,62.08,1022.47,61.97,447.5
33.38,71.06,1008.1,64.83,430.98
26.88,74.78,1010.42,64.81,440.84
28.55,66.51,1015.46,34.04,432.59
13.03,39.35,1015.34,79.18,474.02
21.7,70.32,1009.12,91.3,438.52
10.22,38.18,1018.01,70.7,474.07
13.96,40.92,1022.65,73.08,460.95
24.58,49.02,1008.85,79.32,442.47
23.84,49.21,1013.1,44.72,445.44
8.07,43.41,1016.02,76.26,467.56
15.25,52.9,1014.86,76.87,463.93
11.57,41.38,1021.71,61.49,473.94
26.52,77.17,1008.71,92.32,432.48
14.77,44.9,1020.5,84.31,465.23
5.79,39.61,1021.64,85.41,489.6
13.66,41.67,1013.43,80.56,469.17
21.75,45.09,1014.15,44.84,452.84
23.93,64.45,1015.35,54.71,449.97
13.5,41.44,1015.72,68.36,471.34
4.99,39.04,1020.45,78.89,472.52
32.18,69.75,1009.94,52.91,438.26
13.47,43.34,1012.75,87.04,468.8
10.72,40.81,1016.51,80.26,474.64
20.13,43.43,1009.75,66.16,453.47
20.41,50.32,1008.45,93.12,447.06
25.34,71.06,1007.74,92.52,434.86
22.32,64.27,1014.35,82.98,446.62
17.17,63.09,1020.54,95.98,446.75
13.15,41.14,1026.72,80.31,461.49
29.55,72.29,1007.94,84.45,430.98
5.17,39.33,1009.68,94.19,485.46
13.27,52.75,1025.86,65.12,464.82
12.34,43.22,1009.28,78.23,468.52
26.2,71.73,1010.14,76.14,430.89
33.97,72.29,1008.98,44.32,432.33
8.23,43.79,1016.11,82.11,484.67
15.24,39.39,1013.01,74.24,469.79
16.54,42.86,1014.85,78,465.26
16,40.66,1016.12,89.23,457.12
23.29,49.3,1003.88,74.12,442.11
29.79,77.17,1009.68,64,432.84
19.67,44.71,1015.46,31.46,464.99
11.68,40.55,1022.21,85.76,475.13
9.88,40,1021.4,92.06,481.58
30.85,68.94,1007.31,68.99,426.1
22.2,44.05,1007.34,75.13,445.32
30.13,68.94,1005.88,40.71,441.78
14.45,44.84,1023.28,82.79,461
9.96,41.26,1022.9,83.83,475.21
11.67,37.73,1021.2,68.88,473.54
13.1,40.03,1017.79,84.48,470.75
25.72,47.45,1007.74,58.35,442.78
21.94,64.69,1007.39,77.58,449.36
22.61,54.42,1014.74,75.87,453.86
26.06,71.73,1009.65,77.02,432.38
28.53,76.86,999.08,75.77,431.64
20.35,67.45,1015.14,69.22,447.64
17.55,48.78,1016.81,91.27,455.11
31.65,66.25,1008.57,59.05,437.35
23.96,58.33,1013.37,59.97,446.01
26.26,65.06,1013.58,52.72,440.92
6.82,41.03,1022.12,87.63,489.64
19.92,38.52,1018.15,60.68,451.16
9.96,41.55,1002.59,65.86,475.91
20.34,69.45,1012.76,91.05,442.73
14.2,38.62,1017.83,77.57,465.29
16.98,44.85,1015.48,51.77,464.27
18.95,65.48,1018.17,71.85,452.85
11.1,40.92,1021.98,94.14,462.07
8.85,41.06,1020.99,86.05,486.4
21.71,60.27,1015.74,89.76,441.19
28.51,76.09,1007.88,78.2,438.28
17.85,53.16,1013.05,82.72,456.49
5.66,35.79,1013.86,94.42,484.15
26.85,66.86,1006.78,69.4,438.26
12.74,39.13,1008.19,94.81,468.57
24.79,50.78,1008.78,61.88,445.3
21.18,45.01,1012.57,48.05,451.62
26.01,58.41,1013.56,70.84,443.74
17.46,62.1,1019.96,83.99,451.06
29.13,68.3,1014.96,37.08,437.25
5.53,35.79,1013.48,94.19,484.25
12.54,43.69,1017.26,83.59,470.04
23.29,62.91,1013.35,68.25,444.61
27.77,63.9,1013.62,51.43,441.3
33.13,74.34,999.57,48.34,433.73
14.76,43.79,1016.17,75.72,464.14
6.54,39.33,1011.54,93.69,491.16
8.36,40.71,1026.34,82.76,487.79
11.02,43.02,1012.32,66.54,478.81
8.4,38.5,1013.67,69.13,486.5
12.12,41.17,1017.68,78.72,470.67
30.02,73.5,1010.52,44.91,429.84
28.22,76.2,1006.11,62.17,437.62
13.96,40.83,1009.89,84.86,469.86
7.82,41.16,1023.3,87.7,475.66
28.32,71.32,1008.02,78.82,433.82
18.36,62.1,1019.9,79.09,453.5
26.75,69.45,1013.88,53.65,434.57
20.3,58.46,1015.93,82.13,448.79
28.9,60.07,1015.96,45.06,440.62
24.42,65.94,1011.25,65.04,439.63
26.11,62.44,1010.68,72.59,438.87
14.85,39.39,1013.93,76.27,468.84
27.59,50.05,1005.71,57.03,437.98
16.61,43.77,1012.25,77.23,457.66
26.24,49.82,1014.9,55.58,452.41
29.77,67.07,1005.82,48.38,433.89
18.87,62.96,1020.55,82.87,455.22
25.42,74.22,1009.04,88.55,433.97
14.16,40.89,1010.78,82.86,471.15
12.37,46.97,1013.95,90.76,464.4
25.25,58.46,1015.54,70.76,444.05
29.78,70.98,1007.82,77.59,436.32
27.46,69.98,1013.28,63.73,435.36
22.07,58.95,1017.98,75.83,442.4
7.92,39.54,1011.51,84.41,481.44
27.28,47.93,1003.46,59.22,438
18.3,44.06,1017.95,63.24,456.32
22.74,58.12,1015.16,79.58,447.86
21.45,60.08,1017.92,72.7,451.49
26.91,74.99,1005.64,78.98,437.06
27.71,69.13,1001.63,51.45,432.54
21.29,59.04,1012.49,84.23,445.37
10.11,41.62,1017.17,97.82,463.57
25.38,72.24,1010.76,89.64,432.3
22.01,49.39,1019.6,75.8,451.84
26.48,68.14,1004.83,55.96,432.19
28.55,74.33,1011.77,73.34,426.48
23.09,45.01,1012.25,43.95,453.45
22.97,62.4,1010.25,75.18,445.3
22.58,58.12,1014.88,80.59,448.32
25.95,59.14,1016.42,67.03,438.46
10.47,43.14,1010.35,86.86,476.55
31.98,73.42,1010.66,60.06,432.2
27.1,73.21,1002.97,89.68,430.87
13.93,38.91,1013.04,73.51,470.39
31.92,69.13,1000.77,58.91,425.19
29.45,75.6,1018.12,50.68,437.31
12.73,37.73,1021.89,61.76,470.89
18.36,62.1,1019.9,79.09,453.5
31.06,67.17,1007.62,65.54,437.91
21.85,63.86,1020.16,68.84,445.62
12.65,41.93,1023.07,65.05,479.53
27.44,74.9,1003.85,76.65,436.42
7.77,40.27,1010.25,83.65,485.54
30.91,70.32,1011.92,65.59,433.71
30.18,65.74,1012.63,47.74,441.65
17.5,42.44,1012.55,76.85,466.78
14.91,43.34,1015.15,81.56,461.27
17.37,40.55,1001.19,71.42,460.97
10.45,39.69,1003.92,89.45,472.54
10.09,41.62,1015.21,96.56,463.86
12.63,48.04,1013,100.13,464.6
4.97,38.91,1018.99,89.86,489.96
8.58,40.72,1022.04,87.55,480.96
11.6,40.96,1023.95,86.83,473.66
29.78,74.78,1009.28,55.09,436.39
9.23,37.36,1015.01,67.38,481.08
32.41,67.83,1008.54,55.96,426.85
14.66,43.13,1014.97,46.31,467.87
29.9,64.79,1016.9,48.24,441.41
15.58,40.66,1016.34,87.42,460.61
21.28,70.32,1011.06,90.12,439
16.18,43.99,1021.97,80.96,460.81
13.92,41.16,1003.83,88.69,465.33
11.01,42.02,995.24,98.62,473.96
22.94,61.5,1008.25,73.45,445.31
18.17,52.08,1001.91,100.09,451.06
29.72,71.97,1008.6,79.25,431.22
12.79,44.03,1007.46,95.93,464.35
19.15,56.53,1019.95,84.1,456.4
8.72,40.72,1023.48,77.87,485.3
26.82,64.96,999.72,63.55,427.51
20.46,54.2,1011.4,84,448.1
28.47,67.69,1004.79,56.51,430.67
29.07,71.64,1006.07,69.53,440.51
24.25,50.78,1008.82,60.55,443.8
24.64,58.49,1011.2,72.67,444.95
28.45,52.84,1006.18,43.16,439.86
2.71,39.42,1026.66,81.11,489.3
13.78,43.22,1011.31,69.7,463.71
19.99,65.94,1012.28,75.42,447.22
15.34,41.96,1012.08,100.12,468.33
21.96,51.43,1007.28,89.96,442.87
27.05,75.33,1003.88,82.94,433.57
22.56,48.92,1010.7,51.63,445.07
22.37,50.78,1008.84,82.06,449.08
19.47,50.9,1012.77,77.33,457.08
11.23,43.7,1016,91.75,476.04
21.41,56.9,1007.03,79.41,441.41
18.3,37.2,1012.23,68.09,470.42
14.85,44.63,1020.67,75.76,460.06
31.54,72.58,1007.61,65.57,427.31
18.62,61.27,1019.26,73.35,455.75
28.83,72.43,1006.69,67.04,428.85
12.62,40.83,1010.06,81.52,470.94
16,48.78,1013.9,88.64,458.27
26.18,69.14,1006.54,85.95,436
22.63,58.96,1013.62,56.67,451.41
20.65,57.5,1016.04,87.45,448.22
13.56,43.67,1011.34,94.02,467.09
9.41,34.69,1027.02,78.91,480.87
23.15,66.48,1003.71,76,435.62
13.8,40.2,1013.12,90.59,466.29
8.57,41.17,1020.18,72.47,484.2
AT,V,AP,RH,PE
22.12,69.71,1009.7,90.22,434.42
22.49,62.96,1020.21,78.99,447.48
23.29,62.91,1013.35,68.25,444.61
18.58,49.25,1019.92,60.24,452.94
19.77,65.06,1016.22,74.95,448.26
29.12,74.87,1009.85,62.51,435.51
28.18,71.14,1011.56,48.03,432.72
10.32,38.91,1012.11,81.49,479.17
12.43,43.22,1008.93,77.42,468.01
28.21,70.02,1010.58,51.34,442.47
23.74,65.34,1013.7,62.9,447.31
13.83,38.73,999.62,91.95,469.81
9.07,36.3,1015.26,56.81,479.98
20.45,59.8,1015.13,79.21,452.96
30.66,66.25,1007.67,63.03,439.55
8.68,43.14,1011.94,79.06,480.73
28.15,71.25,1000.51,81.04,431.28
20.04,48.92,1011.14,68.92,447.89
32.92,69.05,1000.74,39.61,426.61
18.63,50.16,1010.21,97.13,450.14
22.05,63.31,1012.39,76.95,444.37
28.84,74.9,1004.38,66.86,436.42
14.57,37.86,1022.44,68.82,463.58
15.15,53.82,1016.34,62.59,461.6
6.34,40.64,1020.62,94.39,478.78
28.53,49.3,1003.83,59.69,438.17
17.5,42.23,1013.37,86.87,462.57
11.45,40.8,1027.74,78.6,476.28
28.88,63.76,1010.16,56.34,435.54
27.28,44.89,1009.02,49.9,441.94
28.3,59.27,1010.92,61.83,445.19
30.74,79.05,1005.78,73.19,430.69
13.25,44.92,1024.11,89.34,469.18
14.16,40.89,1010.78,82.86,471.15
9.37,38.56,1016.84,62.07,482.77
13.74,41.16,1010.74,87.69,473.19
5.28,45.87,1008.25,97.88,479.91
24.67,68.61,1010.71,57.47,450.64
23.65,71.98,1006.09,93.39,434.11
25.06,62.39,1008.09,82.56,438.31
9.32,36.66,1027.46,70.76,479.13
12.75,39.58,1010.8,77.31,473.46
30.2,73.67,1006.31,62.14,428.72
18.31,62.1,1020.38,79.02,455.24
21.6,59.8,1016.9,76.59,450.14
22.39,58.18,1008.52,87.48,448.37
24.79,50.78,1008.78,61.88,445.3
19.31,44.71,1016.13,30.59,463
21.47,50.12,1009.19,93.68,448.11
13.01,41.17,1017.26,76.2,469.48
25.68,46.21,1011.01,57.53,442.98
28.61,68.12,1011.71,47.57,432.94
15.9,41.35,1006.28,78.2,464.03
25.11,67.32,1014.49,58.39,441.93
27.36,58.33,1013.86,56.7,439.14
13.85,48.06,1011.13,75.2,462.39
5.99,35.79,1011.56,91.69,484.82
26.35,69.48,1008.45,70.47,435.23
19.89,51.43,1007.38,91.79,448.85
14.81,44.88,1019.1,66.7,464.65
16.16,25.88,1009.58,72.24,461.86
30.47,70.83,1010.91,46.94,444.39
4.96,45.87,1007.32,98.78,481.88
13.52,41.48,1014.46,67.12,460.76
11.91,44.45,1021.39,84.49,466.52
25.37,59.14,1017.27,78.07,437.19
10.12,40,1021.15,91.67,479.62
28.31,74.34,998.42,79.23,431.95
13.33,39.39,1013.93,84.74,471.23
9.19,41.01,1022.14,98.98,468.37
26.92,78.92,1011.65,96.22,434.64
7.32,39.42,1026.15,76.51,476.12
28.85,68.12,1012.05,46.31,436.15
27.56,68.08,1010.8,59.18,433.95
14.04,39.64,1011.09,87.22,472.31
30.36,71.8,1010.9,63.27,437.4
8.8,39.42,1025.17,68.72,476.5
8.97,36.24,1013.21,90.77,477.89
26.85,74.16,1008.66,93.8,431.16
13.1,40.55,1007.59,95.46,472.37
13.22,40.83,1007.82,92.72,472.72
13.44,37.85,1009.78,99.13,469.89
18.83,47.83,1005.58,77.07,454.23
24.15,71.73,1009.76,85.16,436.55
26.34,59.21,1013.37,58.98,439.22
24.18,66.48,1004,64.86,434.5
19.12,58.79,1017.34,92.45,447.02
17.73,43.72,1009.33,76.68,453.94
29.3,70.04,1010.95,61.23,426.25
27.56,65.59,1010.88,66.47,439.64
20.21,54.9,1016.82,66.56,454.23
11.47,40.27,1005.39,77.4,479.44
29.84,74.87,1009.64,61.39,435.05
11.64,41.39,1017.36,83.4,479.53
26.04,74.67,1016.68,81.2,433.55
14.91,40.73,1017.44,86.91,458.99
10.42,39.35,1015.21,89.75,478.52
14.03,44.88,1019.6,57.63,465.51
25.64,68.14,1005.48,56.11,437.63
24.64,58.79,1009.82,73.96,444.26
15.25,39.58,1012.1,73.05,466.21
15.08,42.77,1018.43,73.19,461.68
25.87,47.01,1014.67,61.87,452.32
20.65,48.41,1008.38,91.02,447.35
28.37,72.86,1004.81,53.52,441.37
14.54,41.17,1015.15,67.78,470.19
25.3,58.46,1015.91,69.71,439.25
14.22,42.32,1015.54,77.23,465
25.08,61.02,1010.01,73.21,437.31
14.43,38.91,1013.28,70.26,468.83
16.49,49.39,1018.1,93.13,461.54
14.1,43.34,1012.91,86.45,465.22
15.07,39.82,1012.78,84.46,471.31
20.61,63.86,1015.43,73.86,446.34
15.52,41.93,1022.97,52.92,471.97
26.04,52.84,1005.68,65.18,439.36
16.34,47.45,1009.41,92.96,448.59
10.42,39.96,1025.21,95.69,470.81
30.19,68.08,1010.95,50.34,431.25
14.59,42.44,1012.7,83.92,470.86
29.73,73.06,1010.27,84.84,432.73
14.39,44.84,1023.55,91.14,464.15
21.12,63.56,1014.16,81.42,445.9
11.48,42.02,1000.29,94.76,471.43
23.43,51.43,1011.31,73.55,444.09
15.07,50.88,1014.33,100.12,464.37
28.65,70.32,1008.46,58.13,433.45
27.35,69.48,1008.51,65.81,432.31
23.22,59.15,1014.58,75.18,443.7
29.08,67.79,1010.91,55.96,442.78
28.76,69.48,1008.62,55.86,430.14
22.21,61.87,1010.9,54.22,446.62
25.23,58.82,1010.9,70.47,442.64
16.24,41.93,1021.66,44.91,467.69
23.94,51.95,1008.18,71.87,451.84
22,59.54,1004.55,95.25,439.37
20.05,42.48,1012.29,85.09,457.01
21.89,74.93,1016.11,77.88,448.47
18.62,44.06,1017.76,64.59,452.82
10.86,37.5,1013.36,75.56,473.75
25.24,63.47,1011.3,66.21,442.75
14.41,46.18,1016.25,88.88,462.49
18.6,41.67,1013.07,64.23,458.91
14.85,45.87,1009.37,84.65,462.67
11.34,43.67,1011.54,87.95,472.77
6.77,39.81,1017.01,87.68,488.27
18.86,51.43,1010.27,86,446.91
23.55,73.18,1011.85,87.97,437.88
25.91,67.07,1005.66,60.12,441.74
18.37,44.89,1010.61,86.74,454.37
17.52,44.05,1008.87,85.67,455.72
5.76,40.07,1013.22,62.99,494.67
13.09,54.3,1017.61,82.38,471
5.35,35.79,1013.23,93.53,483.2
27.2,65.12,1016.2,44.95,442.54
22.93,58.2,1017.75,54.09,444.95
11.06,41.5,1013.09,89.8,476.24
19.68,68.28,1002.62,71.57,452.47
32.72,69.75,1009.6,49.35,437.99
26.9,69.59,1008.9,85.08,434.1
24.87,60.37,1005.48,76.21,436.41
21.86,63.09,1016.64,87.94,442.79
30.26,72.58,1007,65.51,425.71
14.04,44.21,1021.93,86.12,468.64
22.66,61.27,1019.29,55.43,448.68
18.35,57.76,1019.64,77.94,458.41
22.36,64.15,1021.05,68.43,453.94
14.79,41.04,1025.32,75.81,456.97
21.11,69.94,1004.37,84.26,439.91
22.68,70.47,1010.86,82.8,441.47
22.36,58.79,1016.69,73.6,445.76
18.22,44.34,1019.35,56.78,469.27
25.21,49.82,1016.44,63.14,450.75
8.94,43.13,1014.82,76.66,483.63
16.28,42.99,1007.5,77.27,464.13
10.45,39.61,1020.23,73.39,477.41
25.94,60.75,1007.22,64.76,439.46
31.33,58.9,1003.77,52.34,439.54
17.32,43.7,1015.13,61.66,464.5
12.28,40.92,1023.23,89.14,460.33
12.57,41.79,1014.99,87.8,461.88
25.46,56.89,1012.59,62.9,443.5
26.57,73.21,1002.31,92.51,431.68
26.1,58.9,1004.18,71.63,444.4
25.11,58.79,1015.99,60.55,442.34
5.86,40.62,1017.03,85.06,480.71
13.7,34.03,1018.82,69.07,470.2
27,60.96,1012.36,58.97,450.15
25.14,60.93,1007.44,76.71,437.4
12.46,40.73,1017.53,93.47,464.7
25.28,70.32,1006.91,81.74,431.43
22.51,66.49,1014.59,63.03,453.08
22.76,44.05,1006.95,74.07,450.31
18.05,56.03,1020.69,77.87,459.09
14.48,44.06,1018.73,75.88,467.46
22.2,59.21,1017.87,73.34,445.29
7.4,41.04,1024.44,90.9,477.69
22.56,66.48,1003.82,77.46,437.73
29.9,74.99,1002.28,59.76,436.77
18.11,44.85,1014.48,48.94,458.85
6.89,39.37,1020.21,74.17,486.9
25.45,57.32,1011.7,47.09,441.3
25.64,70.72,1010.16,84,441.68
19.4,42.44,1013.19,58.63,459.76
14.57,42.18,1015.13,74.89,465.75
27.55,63.13,1012.92,71.29,440.75
13.88,48.79,1017.28,79.4,464.14
11.25,40.67,1011.64,63.54,480.49
12.59,44.34,1017.01,85.57,474.11
26.54,69.34,1009.5,87.18,435.51
25.34,49.5,1013.25,50.8,457.12
29.28,75.08,1005.21,59,436.15
25.59,72.43,1007.88,82.98,432.49
17.55,48.78,1016.81,91.27,455.11
20.65,48.41,1008.38,91.02,447.35
15.5,44.34,1019.21,65.21,468.53
13.08,43.14,1019.39,99.74,467.06
26.49,71.73,1010.07,74.48,431.06
8.73,41.92,1029.41,89.72,480.99
22.35,63.47,1013.21,82.52,440.11
28.65,68.27,1006.96,52.78,432.73
31.03,69.98,1011.33,52.16,436.13
14.56,39.39,1014.23,80.61,471.72
28.51,74.78,1009.84,59.06,434.43
28.37,67.07,1005.65,56.13,435.94
13.92,41.16,1000.98,83.89,454.15
12.12,38.28,1013.65,90.19,471.19
24.14,59.87,1018.47,57.76,444.04
31.68,73.68,1014.85,64,431.11
24.91,64.45,1013.02,42.34,450.84
6.13,40.64,1020.69,94.57,481.13
30.51,70.79,1004.55,56.05,428.79
29.8,69.34,1009.36,64.74,437.65
28.53,49.3,1003.83,59.69,438.17
21.88,59.39,1015.58,87.19,442.92
13.78,42.03,1017.51,84.94,467.6
14.02,40.66,1017.05,84.14,465.39
14.46,45.87,1008.26,89.44,458.69
19.77,56.65,1020.67,66.33,457.09
13.87,49.83,1006.76,89.14,462.46
21.71,65.27,1013.24,63.58,444.91
23.67,63.86,1019.67,57.95,441.73
27.73,67.69,1007.47,59.42,431.72
20.2,64.45,1009.03,61.77,452.33
18.18,61.87,1008.64,66.28,453.1
23.17,62.39,1008.04,89.42,439.29
25.64,68.14,1005.48,56.11,437.63
